ep001:001	ep001:001	ep001:001	VERSE	Ef␣1:1␣
ep006:014	(11) 12	@	-	haarniska
ep006:014	-	(,)	-	,␣
ep006:015	ep006:015	ep006:015	VERSE	Ef␣6:15␣
ep006:015	1	@	-	ja␣
ep006:015	2	@	-	kenkinä␣
ep006:015	(3) 4	@	-	jaloissanne␣
ep006:015	6	@	-	alttius␣
ep006:015	5	%case	NOM	
ep006:015	10a (9)	@	-	rauhan␣
ep006:015	(7) 8	@	-	evankeliumille
ep006:015	10b	.	-	.␣
ep006:016	ep006:016	ep006:016	VERSE	Ef␣6:16␣
ep006:016	2	@	-	Kaikessa␣
ep006:016	1	%case	LOC	
ep006:016	3	@	-	ottakaa␣
ep006:016	(6) 7a	@	-	uskon␣
ep006:016	(4) 5	@	-	kilpi
ep006:016	7b	,	-	,␣
ep006:016	9	@	-	jolla␣
ep006:016	8	%case	LOC	
ep006:016	10	@	-	voitte␣
ep006:016	18a	@	-	sammuttaa␣
ep006:016	11	@	-	kaikki␣
ep006:016	(14) 15a	@	-	pahan␣
ep006:016	(16a) 17	@	-	palavat␣
ep006:016	(12) 13	@	-	nuolet
ep006:016	18b	,	-	,␣
ep006:017	ep006:017	ep006:017	VERSE	Ef␣6:17␣
ep006:017	1	@	-	ja␣
ep006:017	6	@	-	ottakaa␣
ep006:017	6	@	-	vastaan␣
ep006:017	(4) 5	@	-	pelastuksen␣
ep006:017	(2) 3	@	-	kypäri␣
ep006:017	7	@	-	ja␣
ep006:017	(10) 11a	@	-	Hengen␣
ep006:017	(8) 9	@	-	miekka
ep006:017	11b	,	-	,␣
ep006:017	12	@	-	joka␣
ep006:017	13	@	-	on␣
ep006:017	15a	@	-	Jumalan␣
ep006:017	14	@	-	sana
ep006:017	15b	.	-	.␣
ep006:018	ep006:018	ep006:018	VERSE	Ef␣6:18␣
ep006:018	-	(@)	-	Ja␣
ep006:018	-	(@)	-	tehkää␣
ep006:018	-	(@)	-	tämä␣
ep006:018	2	@	-	kaikella␣
ep006:018	3	@	-	rukouksella␣
ep006:018	1	%case	LOC	
ep006:018	4	@	-	ja␣
ep006:018	5	@	-	anomisella
ep006:018	-	(,)	-	,␣
ep006:018	6	@	-	rukoillen␣
ep006:018	8	@	-	joka␣
ep006:018	9	@	-	aika␣
ep006:018	7	%case	NOM	
ep006:018	11a	@	-	Hengessä␣
ep006:018	10	%case	LOC	
ep006:018	12	@	-	ja␣
ep006:018	14	@	-	sitä␣
ep006:018	13	@	-	varten␣
ep006:018	15	@	-	valvoen␣
ep006:018	17	@	-	kaikessa␣
ep006:018	18	@	-	kestäväisyydessä␣
ep006:018	16	%case	LOC	
ep006:018	19	@	-	ja␣
ep006:018	20	@	-	anomisessa␣
ep006:018	22	@	-	kaikkien␣
ep006:018	(23) 24	@	-	pyhien␣
ep006:018	21	@	-	puolesta
ep006:018	-	(;)	-	;␣
ep006:019	ep006:019	ep006:019	VERSE	Ef␣6:19␣
ep006:019	1	@	-	ja␣
ep006:019	3a	@	-	minunkin␣
ep006:019	2	@	-	puolestani
ep006:019	3b	,	-	,␣
ep006:019	4	@	-	että␣
ep006:019	5	@	-	minulle
ep006:019	-	(,)	-	,␣
ep006:019	8	@	-	kun␣
ep006:019	(10) 11	@	-	suuni␣
ep006:019	12a	%pers	?	
ep006:019	9	@	-	avaan
ep006:019	-	(,)	-	,␣
ep006:019	6	@	-	annettaisiin␣
ep006:019	-	(@)	-	oikeat␣
ep006:019	7	@	-	sanat␣
ep006:019	14	@	-	rohkeasti␣
ep006:019	13	%case	MAN	
ep006:019	15	@	-	julistaakseni␣
ep006:019	(18) 19a	@	-	evankeliumin␣
ep006:019	(16) 17	@	-	salaisuutta
ep006:019	19b	,	-	,␣
ep006:020	ep006:020	ep006:020	VERSE	Ef␣6:20␣
ep006:020	2	@	-	jonka␣
ep006:020	1	@	-	tähden␣
ep006:020	3	(@)	-	minä␣
ep006:020	3	@	-	olen␣
ep006:020	3	@	-	lähettiläänä␣
ep006:020	5a	@	-	kahleissa
ep006:020	4	%case	LOC	
ep006:020	5b	,	-	,␣
ep006:020	6	@	-	että␣
ep006:020	9	(@)	-	minä␣
ep006:020	8	@	-	siitä␣
ep006:020	7	%case	LOC	
ep006:020	9	@	-	rohkeasti␣
ep006:020	9	@	-	puhuisin
ep006:020	-	(,)	-	,␣
ep006:020	10	@	-	niinkuin␣
ep006:020	12	@	-	minun␣
ep006:020	13a	@	-	puhua␣
ep006:020	11	@	-	tulee
ep006:020	13b	.	-	.␣
ep006:021	ep006:021	ep006:021	VERSE	Ef␣6:21␣
ep006:021	2	@	-	Mutta␣
ep006:021	1	@	-	että␣
ep006:021	5	@	-	tekin␣
ep006:021	4	%clitic	kin	
ep006:021	3	@	-	tietäisitte␣
ep006:021	(6) 7	@	-	tilani
ep006:021	8a	%case	NOM.GEN	
ep006:021	8b	,	-	,␣
ep006:021	9	@	-	kuinka␣
ep006:021	10a	(@)	-	minun␣
ep006:021	10a	@	-	on
ep006:021	10b	,	-	,␣
ep006:021	-	(@)	-	niin␣
ep006:021	12	(@)	-	on␣
ep006:021	14	@	-	Tykikus
ep006:021	-	(,)	-	,␣
ep006:021	16	@	-	rakas␣
ep006:021	(15) 17	@	-	veljeni␣
ep006:021	18	@	-	ja␣
ep006:021	19	@	-	uskollinen␣
ep006:021	20	@	-	palvelija␣
ep006:021	22a	@	-	Herrassa
ep006:021	21	%case	LOC	
ep006:021	-	(,)	-	,␣
ep006:021	12	@	-	antava␣
ep006:021	13	@	-	teille␣
ep006:021	-	(@)	-	siitä␣
ep006:021	11	@	-	kaikesta␣
ep006:021	12	@	-	tiedon
ep006:021	22b	.	-	.␣
ep006:022	ep006:022	ep006:022	VERSE	Ef␣6:22␣
ep006:022	2	(@)	-	Minä␣
ep006:022	2	@	-	lähetän␣
ep006:022	1	@	-	hänet␣
ep006:022	4	@	-	teidän␣
ep006:022	3	@	-	tykönne␣
ep006:022	6	@	-	juuri␣
ep006:022	7a	@	-	sitä␣
ep006:022	5	@	-	varten
ep006:022	7b	,	-	,␣
ep006:022	8	@	-	että␣
ep006:022	9	(@)	-	saisitte␣
ep006:022	9	@	-	tietää␣
ep006:022	12	@	-	meidän␣
ep006:022	(10) 11	@	-	tilamme␣
ep006:022	13	@	-	ja␣
ep006:022	-	(@)	-	että␣
ep006:022	14	(@)	-	hän␣
ep006:022	14	@	-	lohduttaisi␣
ep006:022	17a	@	-	teidän␣
ep006:022	(15) 16	@	-	sydämiänne
ep006:022	17b	.	-	.␣
ep006:023	ep006:023	ep006:023	VERSE	Ef␣6:23␣
ep006:023	1	@	-	Rauha␣
ep006:023	(2) 3	@	-	veljille␣
ep006:023	4	@	-	ja␣
ep006:023	5	@	-	rakkaus
ep006:023	-	(,)	-	,␣
ep006:023	7	@	-	uskon␣
ep006:023	6	@	-	kanssa
ep006:023	-	(,)	-	,␣
ep006:023	10	@	-	Isältä␣
ep006:023	9	@	-	Jumalalta␣
ep006:023	8	%case	LOC	
ep006:023	11	@	-	ja␣
ep006:023	12	@	-	Herralta␣
ep006:023	13	@	-	Jeesukselta␣
ep006:023	14a	@	-	Kristukselta
ep006:023	-	(!)	-	!␣
ep006:024	ep006:024	ep006:024	VERSE	Ef␣6:24␣
ep006:024	(1) 2	@	-	Armo␣
ep006:024	-	(@)	-	olkoon␣
ep006:024	4	@	-	kaikkien␣
ep006:024	3	@	-	kanssa
ep006:024	-	(,)	-	,␣
ep006:024	5	@	-	jotka␣
ep006:024	6	@	-	rakastavat␣
ep006:024	9	@	-	meidän␣
ep006:024	(7) 8	@	-	Herraamme␣
ep006:024	10	@	-	Jeesusta␣
ep006:024	11	@	-	Kristusta␣
ep006:024	-	(-)	-	-␣
ep006:024	13a	@	-	katoamattomuudessa
ep006:024	12	%case	LOC	
ep006:024	13b	.	-	.␣
