ex001:001	ex001:001	ex001:001	VERSE	2Ms␣1:1␣
ex002:009	-	(@)	-	"
ex002:009	5	@	-	Ota␣
ex002:009	(8a) 8b	@	-	tämä␣
ex002:009	(7a) 7b	@	-	lapsi␣
ex002:009	6	%case	NOM	
ex002:009	9a	@	-	ja␣
ex002:009	9b	@	-	imetä␣
ex002:009	pers%9b	@	-	se␣
ex002:009	10	@	-	minulle
ex002:009	-	(,)	-	,␣
ex002:009	11a	@	-	niin␣
ex002:009	11b	@	-	minä␣
ex002:009	12	@	-	maksan␣
ex002:009	pers%14	@	-	sinulle␣
ex002:009	-	(@)	-	siitä␣
ex002:009	14	@	-	palkan
ex002:009	13	%case	GEN	
ex002:009	-	(@)	-	"
ex002:009	-	(.)	-	.␣
ex002:009	15a	@	-	Ja␣
ex002:009	(16a) 16b	@	-	vaimo␣
ex002:009	15b	@	-	otti␣
ex002:009	(17a) 17b	@	-	lapsen␣
ex002:009	18a	@	-	ja␣
ex002:009	18b	@	-	imetti␣
ex002:009	pers%18b	@	-	sen
ex002:009	-	(.)	-	.␣
ex002:010	ex002:010	ex002:010	VERSE	2Ms␣2:10␣
ex002:010	1a	@	-	Mutta␣
ex002:010	-	(@)	-	kun␣
ex002:010	(2a) 2b	@	-	lapsi␣
ex002:010	1b	(@)	-	oli␣
ex002:010	1b	@	-	kasvanut
ex002:010	(3a)	-	UNTRANSLATED	
ex002:010	-	(,)	-	,␣
ex002:010	3b	@	-	toi␣
ex002:010	3b	(@)	-	hän␣
ex002:010	pers%3b	@	-	sen␣
ex002:010	5	@	-	faraon␣
ex002:010	4b	@	-	tyttärelle
ex002:010	4a	%case	LOC	
ex002:010	-	(,)	-	,␣
ex002:010	6a	@	-	ja␣
ex002:010	7	@	-	tämä␣
ex002:010	6b	@	-	otti␣
ex002:010	6b	(@)	-	sen␣
ex002:010	8b	@	-	pojaksensa␣
ex002:010	8a	%case	TRA	
ex002:010	9a	@	-	ja␣
ex002:010	9b	@	-	antoi␣
ex002:010	pers%10	@	-	hänelle␣
ex002:010	10	@	-	nimen␣
ex002:010	11	@	-	Mooses
ex002:010	-	(,)	-	,␣
ex002:010	12a	@	-	sillä␣
ex002:010	12b	(@)	-	hän␣
ex002:010	12b	@	-	sanoi
ex002:010	(13)	-	UNTRANSLATED	
ex002:010	-	(:)	-	:␣
ex002:010	-	(@)	-	"
ex002:010	16	(@)	-	Minä␣
ex002:010	16	(@)	-	olen␣
ex002:010	16	@	-	vetänyt␣
ex002:010	pers%16	@	-	hänet␣
ex002:010	14	@	-	ylös␣
ex002:010	(15a) 15b	@	-	vedestä
ex002:010	-	(@)	-	"
ex002:010	-	(.)	-	.␣
ex002:011	ex002:011	ex002:011	VERSE	2Ms␣2:11␣
ex002:011	1a	@	-	Ja␣
ex002:011	1b	@	-	tapahtui␣
ex002:011	(3a) 3b	@	-	niihin␣
ex002:011	2b	@	-	aikoihin
ex002:011	2a	%case	LOC	
ex002:011	-	(,)	-	,␣
ex002:011	4a	@	-	kun␣
ex002:011	5	@	-	Mooses␣
ex002:011	4b	(@)	-	oli␣
ex002:011	4b	@	-	kasvanut␣
ex002:011	4b	@	-	suureksi
ex002:011	-	(,)	-	,␣
ex002:011	6a	@	-	että␣
ex002:011	6b	(@)	-	hän␣
ex002:011	6b	@	-	meni␣
ex002:011	8	@	-	veljiensä␣
ex002:011	7	@	-	luo␣
ex002:011	9a	@	-	ja␣
ex002:011	9b	@	-	näki␣
ex002:011	pers%10b	@	-	heidän␣
ex002:011	10b	@	-	raskaan␣
ex002:011	10b	@	-	työnsä
ex002:011	10a	%case	NOM.GEN	
ex002:011	-	(.)	-	.␣
ex002:011	11a	@	-	Ja␣
ex002:011	11b	(@)	-	hän␣
ex002:011	11b	@	-	näki␣
ex002:011	13	@	-	egyptiläisen␣
ex002:011	12	@	-	miehen␣
ex002:011	14	@	-	lyövän␣
ex002:011	16	@	-	hebrealaista␣
ex002:011	15	@	-	miestä
ex002:011	-	(,)	-	,␣
ex002:011	-	(@)	-	erästä␣
ex002:011	pers%17b	@	-	hänen␣
ex002:011	17b	@	-	veljistään
ex002:011	17a	%case	LOC	
ex002:011	-	(.)	-	.␣
ex002:012	ex002:012	ex002:012	VERSE	2Ms␣2:12␣
ex002:012	1a	@	-	Silloin␣
ex002:012	1b	(@)	-	hän␣
ex002:012	1b	@	-	katseli␣
ex002:012	1b	@	-	ympärillensä␣
ex002:012	2 3a 3b	@	-	joka␣
ex002:012	2 3a 3b	@	-	taholle
ex002:012	-	(,)	-	,␣
ex002:012	4a	@	-	ja␣
ex002:012	-	(@)	-	kun␣
ex002:012	4b	(@)	-	hän␣
ex002:012	4b	@	-	näki
ex002:012	-	(,)	-	,␣
ex002:012	5	@	-	ettei␣
ex002:012	6	%inflection	NEGV.3S	
ex002:012	7	@	-	ketään␣
ex002:012	6	@	-	ollut␣
ex002:012	-	(@)	-	läheisyydessä
ex002:012	(8a)	-	UNTRANSLATED	
ex002:012	-	(,)	-	,␣
ex002:012	8b	@	-	löi␣
ex002:012	8b	(@)	-	hän␣
ex002:012	(10a) 10b	@	-	egyptiläisen␣
ex002:012	9	%case	GEN	
ex002:012	8b	@	-	kuoliaaksi␣
ex002:012	11a	@	-	ja␣
ex002:012	11b	@	-	kätki␣
ex002:012	pers%11b	@	-	hänet␣
ex002:012	12b	@	-	hiekkaan
ex002:012	12a	%case	LOC	
ex002:012	-	(.)	-	.␣
ex002:013	ex002:013	ex002:013	VERSE	2Ms␣2:13␣
ex002:013	1a	@	-	Ja␣
ex002:013	1b	(@)	-	hän␣
ex002:013	1b	@	-	meni␣
ex002:013	(3a) 3b	@	-	toisena␣
ex002:013	2b	@	-	päivänä␣
ex002:013	2a	%case	ESS	
ex002:013	1b	@	-	ulos␣
ex002:013	4a	@	-	ja␣
ex002:013	4b	@	-	näki␣
ex002:013	5	@	-	kaksi␣
ex002:013	7	@	-	hebrealaista␣
ex002:013	6	@	-	miestä␣
ex002:013	8	@	-	tappelemassa␣
ex002:013	8	@	-	keskenään
ex002:013	-	(;)	-	;␣
ex002:013	9a	@	-	ja␣
ex002:013	9b	(@)	-	hän␣
ex002:013	9b	@	-	sanoi␣
ex002:013	10b	@	-	syylliselle
ex002:013	10a	%case	LOC	
ex002:013	-	(:)	-	:␣
ex002:013	-	(@)	-	"
ex002:013	11	@	-	Miksi␣
ex002:013	12	@	-	lyöt␣
ex002:013	13	@	-	toveriasi
ex002:013	-	(?)	-	?
ex002:013	-	(@)	-	"␣
ex002:014	ex002:014	ex002:014	VERSE	2Ms␣2:14␣
ex002:014	(1a)	-	UNTRANSLATED	
ex002:014	1b	(@)	-	Tämä␣
ex002:014	1b	@	-	vastasi
ex002:014	-	(:)	-	:␣
ex002:014	-	(@)	-	"
ex002:014	2	@	-	Kuka␣
ex002:014	3	(@)	-	on␣
ex002:014	3	@	-	asettanut␣
ex002:014	pers%3	@	-	sinut␣
ex002:014	7	@	-	meidän␣
ex002:014	4b 5	@	-	päämieheksemme␣
ex002:014	4a	%case	TRA	
ex002:014	6a	@	-	ja␣
ex002:014	6b	@	-	tuomariksemme
ex002:014	-	(?)	-	?␣
ex002:014	sem%8c	@	-	Aiotko␣
ex002:014	8a	%clitic	kO	
ex002:014	8c	@	-	tappaa␣
ex002:014	8b	%case	LAT	
ex002:014	pers%8c	@	-	minutkin
ex002:014	(10) (9)	-	UNTRANSLATED	
ex002:014	-	(,)	-	,␣
ex002:014	11a 11b	@	-	niinkuin␣
ex002:014	12	@	-	tapoit␣
ex002:014	(14a) 14b	@	-	egyptiläisen
ex002:014	13	%case	GEN	
ex002:014	-	(?)	-	?
ex002:014	-	(@)	-	"␣
ex002:014	15a	@	-	Silloin␣
ex002:014	16	@	-	Mooses␣
ex002:014	15b	@	-	peljästyi␣
ex002:014	17a	@	-	ja␣
ex002:014	17b	@	-	ajatteli
ex002:014	-	(:)	-	:␣
ex002:014	-	(@)	-	"
ex002:014	(20a) 20b	@	-	Se␣
ex002:014	19	(@)	-	on␣
ex002:014	18	@	-	siis␣
ex002:014	19	@	-	tullut␣
ex002:014	19	@	-	ilmi
ex002:014	-	(@)	-	"
ex002:014	-	(.)	-	.␣
ex002:015	ex002:015	ex002:015	VERSE	2Ms␣2:15␣
ex002:015	1a	@	-	Ja␣
ex002:015	-	(@)	-	kun␣
ex002:015	2	@	-	farao␣
ex002:015	1b	(@)	-	sai␣
ex002:015	1b	@	-	kuulla␣
ex002:015	(5a) 5b	@	-	tästä␣
ex002:015	(4a) 4b	@	-	tapahtumasta
ex002:015	3	%case	LOC	
ex002:015	(6a)	-	UNTRANSLATED	
ex002:015	-	(,)	-	,␣
ex002:015	6b	@	-	etsi␣
ex002:015	6b	(@)	-	hän␣
ex002:015	9	@	-	Moosesta␣
ex002:015	8	%case	PTV	
ex002:015	7b	@	-	tappaaksensa␣
ex002:015	7a	%case	TRA	
ex002:015	-	(@)	-	hänet
ex002:015	-	(.)	-	.␣
ex002:015	10a	@	-	Mutta␣
ex002:015	11	@	-	Mooses␣
ex002:015	10b	@	-	lähti␣
ex002:015	13	@	-	faraota␣
ex002:015	12a 12b	@	-	pakoon␣
ex002:015	14a	@	-	ja␣
ex002:015	14b	@	-	pysähtyi␣
ex002:015	16	@	-	Midianin␣
ex002:015	15b	@	-	maahan␣
ex002:015	15a	%case	LOC	
ex002:015	17a	@	-	ja␣
ex002:015	17b	@	-	istahti␣
ex002:015	-	(@)	-	eräälle␣
ex002:015	(19a) 19b	@	-	kaivolle
ex002:015	18	%case	LOC	
ex002:015	-	(.)	-	.␣
ex002:016	ex002:016	ex002:016	VERSE	2Ms␣2:16␣
ex002:016	1a	@	-	Ja␣
ex002:016	2	@	-	Midianin␣
ex002:016	1c	@	-	papilla␣
ex002:016	1b	%case	LOC	
ex002:016	-	(@)	-	oli␣
ex002:016	3	@	-	seitsemän␣
ex002:016	4	@	-	tytärtä
ex002:016	(5a)	-	UNTRANSLATED	
ex002:016	-	(;)	-	;␣
ex002:016	5b	(@)	-	nämä␣
ex002:016	5b	@	-	tulivat␣
ex002:016	6b	@	-	vettä␣
ex002:016	6b	@	-	ammentamaan␣
ex002:016	6a	%inflection	INF3.ILL	
ex002:016	7a	@	-	ja␣
ex002:016	7b	@	-	täyttivät␣
ex002:016	(9a) 9b	@	-	vesikaukalot
ex002:016	8	%case	NOM	
ex002:016	-	(,)	-	,␣
ex002:016	10b	@	-	juottaakseen␣
ex002:016	10a	%case	TRA	
ex002:016	12	@	-	isänsä␣
ex002:016	11	@	-	lampaita
ex002:016	-	(.)	-	.␣
ex002:017	ex002:017	ex002:017	VERSE	2Ms␣2:17␣
ex002:017	1a	@	-	Mutta␣
ex002:017	(2a) 2b	@	-	paimenet␣
ex002:017	1b	@	-	tulivat␣
ex002:017	3a	@	-	ja␣
ex002:017	3b	@	-	ajoivat␣
ex002:017	pers%3b	@	-	heidät␣
ex002:017	3b	@	-	pois
ex002:017	-	(.)	-	.␣
ex002:017	4a	@	-	Silloin␣
ex002:017	5	@	-	Mooses␣
ex002:017	4b	@	-	nousi␣
ex002:017	6a	@	-	ja␣
ex002:017	6b	@	-	auttoi␣
ex002:017	pers%6b	@	-	heitä␣
ex002:017	7a	@	-	ja␣
ex002:017	7b	@	-	juotti␣
ex002:017	pers%9	@	-	heidän␣
ex002:017	9	@	-	lampaansa
ex002:017	8	%case	NOM.GEN	
ex002:017	-	(.)	-	.␣
ex002:018	ex002:018	ex002:018	VERSE	2Ms␣2:18␣
ex002:018	1a	@	-	Ja␣
ex002:018	-	(@)	-	kun␣
ex002:018	1b	(@)	-	he␣
ex002:018	1b	@	-	tulivat␣
ex002:018	4	@	-	isänsä␣
ex002:018	3	@	-	Reguelin␣
ex002:018	2	@	-	luo
ex002:018	(5a)	-	UNTRANSLATED	
ex002:018	-	(,)	-	,␣
ex002:018	5b	@	-	kysyi␣
ex002:018	5b	(@)	-	hän
ex002:018	-	(:)	-	:␣
ex002:018	-	(@)	-	"
ex002:018	6	@	-	Kuinka␣
ex002:018	7	(@)	-	te␣
ex002:018	9a	@	-	tänä␣
ex002:018	9b	@	-	päivänä␣
ex002:018	7	@	-	niin␣
ex002:018	7	@	-	pian␣
ex002:018	8	@	-	jouduitte
ex002:018	-	(?)	-	?
ex002:018	-	(@)	-	"␣
ex002:019	ex002:019	ex002:019	VERSE	2Ms␣2:19␣
ex002:019	(1a)	-	UNTRANSLATED	
ex002:019	1b	(@)	-	He␣
ex002:019	1b	@	-	vastasivat
ex002:019	-	(:)	-	:␣
ex002:019	-	(@)	-	"
ex002:019	3	@	-	Egyptiläinen␣
ex002:019	2	@	-	mies␣
ex002:019	4	@	-	auttoi␣
ex002:019	pers%4	@	-	meitä␣
ex002:019	(6a) 6b	@	-	paimenten␣
ex002:019	5b	@	-	käsistä
ex002:019	5a	%case	LOC	
ex002:019	-	(,)	-	,␣
ex002:019	9	@	-	ammensipa␣
ex002:019	7a 8	%clitic	pA	
ex002:019	7b	@	-	vielä␣
ex002:019	9	@	-	vettäkin␣
ex002:019	10	@	-	meille␣
ex002:019	11a	@	-	ja␣
ex002:019	11b	@	-	juotti␣
ex002:019	(13a) 13b	@	-	lampaat
ex002:019	12	%case	NOM	
ex002:019	-	(@)	-	"
ex002:019	-	(.)	-	.␣
ex002:020	ex002:020	ex002:020	VERSE	2Ms␣2:20␣
ex002:020	1a	@	-	Ja␣
ex002:020	1b	(@)	-	hän␣
ex002:020	1b	@	-	sanoi␣
ex002:020	3	@	-	tyttärillensä
ex002:020	2	%case	LOC	
ex002:020	(4a)	-	UNTRANSLATED	
ex002:020	-	(:)	-	:␣
ex002:020	-	(@)	-	"
ex002:020	4b	@	-	Missä␣
ex002:020	pers%4b	@	-	hän␣
ex002:020	-	(@)	-	on
ex002:020	-	(?)	-	?␣
ex002:020	5 6	@	-	Miksi␣
ex002:020	7	(@)	-	te␣
ex002:020	-	(@)	-	niin␣
ex002:020	7	@	-	jätitte␣
ex002:020	(9a) 9b	@	-	miehen
ex002:020	8	%case	GEN	
ex002:020	-	(?)	-	?␣
ex002:020	10	@	-	Kutsukaa␣
ex002:020	11	@	-	hänet␣
ex002:020	12b 13	@	-	aterioimaan␣
ex002:020	12a	%case	LOC	
ex002:020	-	(@)	-	meidän␣
ex002:020	-	(@)	-	kanssamme
ex002:020	-	(.)	-	.
ex002:020	-	(@)	-	"␣
ex002:021	ex002:021	ex002:021	VERSE	2Ms␣2:21␣
ex002:021	1a	@	-	Ja␣
ex002:021	2	@	-	Mooses␣
ex002:021	1b	@	-	suostui␣
ex002:021	3b	@	-	asumaan␣
ex002:021	3a	%case	LOC	
ex002:021	-	(@)	-	sen␣
ex002:021	(5a) 5b	@	-	miehen␣
ex002:021	4	@	-	luona
ex002:021	-	(,)	-	,␣
ex002:021	6a	@	-	ja␣
ex002:021	6b	(@)	-	hän␣
ex002:021	6b	@	-	antoi␣
ex002:021	10b	@	-	Moosekselle␣
ex002:021	10a	%case	LOC	
ex002:021	9	@	-	tyttärensä␣
ex002:021	8	@	-	Sipporan␣
ex002:021	7	%case	GEN	
ex002:021	-	(@)	-	vaimoksi
ex002:021	-	(.)	-	.␣
ex002:022	ex002:022	ex002:022	VERSE	2Ms␣2:22␣
ex002:022	(1a)	-	UNTRANSLATED	
ex002:022	1b	(@)	-	Tämä␣
ex002:022	1b	@	-	synnytti␣
ex002:022	2	@	-	pojan
ex002:022	-	(,)	-	,␣
ex002:022	3a	@	-	ja␣
ex002:022	3b	(@)	-	Mooses␣
ex002:022	3b	@	-	antoi␣
ex002:022	pers%5	@	-	hänelle␣
ex002:022	5	@	-	nimen␣
ex002:022	4	%case	GEN	
ex002:022	6	@	-	Geersom
ex002:022	-	(;)	-	;␣
ex002:022	7	@	-	sillä␣
ex002:022	8	(@)	-	hän␣
ex002:022	8	@	-	sanoi
ex002:022	-	(:)	-	:␣
ex002:022	-	(@)	-	"
ex002:022	10	(@)	-	Minä␣
ex002:022	10	@	-	olen␣
ex002:022	9	@	-	muukalainen␣
ex002:022	12	@	-	vieraalla␣
ex002:022	11b	@	-	maalla
ex002:022	11a	%case	LOC	
ex002:022	-	(@)	-	"
ex002:022	-	(.)	-	.␣
ex002:023	ex002:023	ex002:023	VERSE	2Ms␣2:23␣
ex002:023	1a	@	-	Ja␣
ex002:023	-	(@)	-	kun␣
ex002:023	1b	(@)	-	oli␣
ex002:023	1b	@	-	kulunut␣
ex002:023	(3a) 3b	@	-	pitkä␣
ex002:023	(4a) (4b)	-	UNTRANSLATED	
ex002:023	2b	@	-	aika
ex002:023	2a	%case	NOM	
ex002:023	(5a)	-	UNTRANSLATED	
ex002:023	-	(,)	-	,␣
ex002:023	5b	@	-	kuoli␣
ex002:023	7	@	-	Egyptin␣
ex002:023	6	@	-	kuningas
ex002:023	-	(.)	-	.␣
ex002:023	8a	@	-	Ja␣
ex002:023	10 9	@	-	israelilaiset␣
ex002:023	8b	@	-	huokailivat␣
ex002:023	(12a) 12b	@	-	orjuuttansa␣
ex002:023	11	%case	PTV	
ex002:023	13a	@	-	ja␣
ex002:023	13b	@	-	valittivat
ex002:023	-	(;)	-	;␣
ex002:023	14a	@	-	ja␣
ex002:023	pers%15	@	-	heidän␣
ex002:023	15	@	-	huutonsa␣
ex002:023	-	(@)	-	heidän␣
ex002:023	(19a) 19b	@	-	orjuutensa␣
ex002:023	18	@	-	tähden␣
ex002:023	14b	@	-	nousi␣
ex002:023	(17a) 17b	@	-	Jumalan␣
ex002:023	16	@	-	tykö
ex002:023	-	(.)	-	.␣
ex002:024	ex002:024	ex002:024	VERSE	2Ms␣2:24␣
ex002:024	1a	@	-	Ja␣
ex002:024	2	@	-	Jumala␣
ex002:024	1b	@	-	kuuli␣
ex002:024	pers%4	@	-	heidän␣
ex002:024	4	@	-	vaikeroimisensa
ex002:024	3	%case	NOM.GEN	
ex002:024	-	(,)	-	,␣
ex002:024	5a	@	-	ja␣
ex002:024	6	@	-	Jumala␣
ex002:024	5b	@	-	muisti␣
ex002:024	8	@	-	liittonsa␣
ex002:024	7	%case	NOM.GEN	
ex002:024	10	@	-	Aabrahamin
ex002:024	(9)	-	UNTRANSLATED	
ex002:024	-	(,)	-	,␣
ex002:024	12	@	-	Iisakin␣
ex002:024	(11)	-	UNTRANSLATED	
ex002:024	13a	@	-	ja␣
ex002:024	14	@	-	Jaakobin␣
ex002:024	13b	@	-	kanssa
ex002:024	-	(.)	-	.␣
ex002:025	ex002:025	ex002:025	VERSE	2Ms␣2:25␣
ex002:025	1a	@	-	Ja␣
ex002:025	2	@	-	Jumala␣
ex002:025	1b	@	-	katsoi␣
ex002:025	4 5	@	-	israelilaisten␣
ex002:025	3	@	-	puoleen
ex002:025	-	(,)	-	,␣
ex002:025	6a	@	-	ja␣
ex002:025	7	@	-	Jumala␣
ex002:025	6b	@	-	piti␣
ex002:025	-	(@)	-	heistä␣
ex002:025	6b	@	-	huolta
ex002:025	-	(.)	-	.␣
ex003:001	ex003:001	ex003:001	VERSE	2Ms␣3:1␣
ex003:001	1a	@	-	Ja␣
ex003:001	1b	@	-	Mooses␣
ex003:001	3	@	-	kaitsi␣
ex003:001	2	%case	?	
ex003:001	7	@	-	appensa␣
ex003:001	6	@	-	Jetron
ex003:001	-	(,)	-	,␣
ex003:001	9	@	-	Midianin␣
ex003:001	8	@	-	papin
ex003:001	-	(,)	-	,␣
ex003:001	5	@	-	lampaita
ex003:001	4	%case	PTV	
ex003:001	-	(.)	-	.␣
ex003:001	10a	@	-	Ja␣
ex003:001	-	(@)	-	kun␣
ex003:001	10b	(@)	-	hän␣
ex003:001	-	(@)	-	kerran␣
ex003:001	10b	@	-	ajoi␣
ex003:001	(12a) 12b	@	-	lampaita␣
ex003:001	11	%case	PTV	
ex003:001	(14a) 14b	@	-	erämaan␣
ex003:001	13	@	-	tuolle␣
ex003:001	13	@	-	puolen
ex003:001	(15a)	-	UNTRANSLATED	
ex003:001	-	(,)	-	,␣
ex003:001	15b	@	-	tuli␣
ex003:001	15b	(@)	-	hän␣
ex003:001	(18a) 18b	@	-	Jumalan␣
ex003:001	17	@	-	vuoren
ex003:001	-	(,)	-	,␣
ex003:001	19	@	-	Hoorebin
ex003:001	-	(,)	-	,␣
ex003:001	16	@	-	juurelle
ex003:001	-	(.)	-	.␣
ex003:002	ex003:002	ex003:002	VERSE	2Ms␣3:2␣
ex003:002	1a	@	-	Silloin␣
ex003:002	3	@	-	Herran␣
ex003:002	2	@	-	enkeli␣
ex003:002	1b	@	-	ilmestyi␣
ex003:002	4	@	-	hänelle␣
ex003:002	6	@	-	tulen␣
ex003:002	5b	@	-	liekissä␣
ex003:002	5a	%case	LOC	
ex003:002	7b	@	-	keskellä␣
ex003:002	7a	%case	LOC	
ex003:002	(8a) 8b	@	-	orjantappurapensasta
ex003:002	-	(;)	-	;␣
ex003:002	9a	@	-	ja␣
ex003:002	9b	(@)	-	hän␣
ex003:002	9b	@	-	näki
ex003:002	-	(,)	-	,␣
ex003:002	10a 10b	@	-	että␣
ex003:002	(11a) 11b	@	-	pensas␣
ex003:002	12	@	-	paloi␣
ex003:002	13b	@	-	ilmitulessa
ex003:002	13a	%case	LOC	
ex003:002	-	(,)	-	,␣
ex003:002	14a	@	-	mutta␣
ex003:002	(14b) 14c	@	-	pensas␣
ex003:002	15	@	-	ei␣
ex003:002	-	(@)	-	kuitenkaan␣
ex003:002	16	@	-	kulunut
ex003:002	-	(.)	-	.␣
ex003:003	ex003:003	ex003:003	VERSE	2Ms␣3:3␣
ex003:003	1a	@	-	Niin␣
ex003:003	2	@	-	Mooses␣
ex003:003	1b	@	-	sanoi
ex003:003	-	(:)	-	:␣
ex003:003	-	(@)	-	"
ex003:003	3	(@)	-	Minä␣
ex003:003	3	@	-	käyn␣
ex003:003	4	%inflection	ACT.PRES.1S	
ex003:003	3	@	-	tuonne␣
ex003:003	5a	@	-	ja␣
ex003:003	5b	@	-	katson␣
ex003:003	(9a) 9b	@	-	tätä␣
ex003:003	(8a) 8b	@	-	suurta␣
ex003:003	(7a) 7b	@	-	näkyä
ex003:003	6	%case	PTV	
ex003:003	-	(,)	-	,␣
ex003:003	10	@	-	miksi␣
ex003:003	11	@	-	ei␣
ex003:003	(13a) 13b	@	-	pensas␣
ex003:003	12	@	-	pala␣
ex003:003	12	@	-	poroksi
ex003:003	-	(@)	-	"
ex003:003	-	(.)	-	.␣
ex003:004	ex003:004	ex003:004	VERSE	2Ms␣3:4␣
ex003:004	1a	@	-	Kun␣
ex003:004	2	@	-	Herra␣
ex003:004	1b	@	-	näki␣
ex003:004	4	(@)	-	hänen␣
ex003:004	4	@	-	tulevan␣
ex003:004	3	%inflection	ACT.PCP1.REFR	
ex003:004	5b	@	-	katsomaan
ex003:004	5a	%case	LOC	
ex003:004	(6a)	-	UNTRANSLATED	
ex003:004	-	(,)	-	,␣
ex003:004	6b	@	-	huusi␣
ex003:004	6b	(@)	-	hän
ex003:004	-	(,)	-	,␣
ex003:004	8	@	-	Jumala
ex003:004	-	(,)	-	,␣
ex003:004	7	@	-	hänelle␣
ex003:004	(10a) 10b	@	-	pensaasta␣
ex003:004	9a 9b	%case	LOC	
ex003:004	11a	@	-	ja␣
ex003:004	11b	@	-	sanoi
ex003:004	-	(:)	-	:␣
ex003:004	-	(@)	-	"
ex003:004	12	@	-	Mooses
ex003:004	-	(,)	-	,␣
ex003:004	13	@	-	Mooses
ex003:004	(14a)	-	UNTRANSLATED	
ex003:004	-	(!)	-	!
ex003:004	-	(@)	-	"␣
ex003:004	14b	(@)	-	Hän␣
ex003:004	14b	@	-	vastasi
ex003:004	-	(:)	-	:␣
ex003:004	-	(@)	-	"
ex003:004	15	@	-	Tässä␣
ex003:004	15	@	-	olen
ex003:004	-	(@)	-	"
ex003:004	-	(.)	-	.␣
ex003:005	ex003:005	ex003:005	VERSE	2Ms␣3:5␣
ex003:005	(1a)	-	UNTRANSLATED	
ex003:005	1b	(@)	-	Hän␣
ex003:005	1b	@	-	sanoi
ex003:005	-	(:)	-	:␣
ex003:005	-	(@)	-	"
ex003:005	2	@	-	Älä␣
ex003:005	3	@	-	tule␣
ex003:005	4	@	-	tänne
ex003:005	-	(!)	-	!␣
ex003:005	5	@	-	Riisu␣
ex003:005	6	@	-	kengät␣
ex003:005	8	@	-	jalastasi
ex003:005	7a 7b	%case	LOC	
ex003:005	-	(,)	-	,␣
ex003:005	9	@	-	sillä␣
ex003:005	(10a) 10b	@	-	paikka
ex003:005	-	(,)	-	,␣
ex003:005	11	@	-	jossa␣
ex003:005	14	%case	LOC	
ex003:005	13	@	-	seisot
ex003:005	12	%inflection	ACT.PRES.2S	
ex003:005	-	(,)	-	,␣
ex003:005	17	@	-	on␣
ex003:005	16	@	-	pyhä␣
ex003:005	15	@	-	maa
ex003:005	-	(.)	-	.
ex003:005	-	(@)	-	"␣
ex003:006	ex003:006	ex003:006	VERSE	2Ms␣3:6␣
ex003:006	1a	@	-	Ja␣
ex003:006	1b	(@)	-	hän␣
ex003:006	1b	@	-	sanoi␣
ex003:006	-	(@)	-	vielä
ex003:006	-	(:)	-	:␣
ex003:006	-	(@)	-	"
ex003:006	2	@	-	Minä␣
ex003:006	-	(@)	-	olen␣
ex003:006	pers%4	@	-	sinun␣
ex003:006	4	@	-	isäsi␣
ex003:006	3	@	-	Jumala
ex003:006	-	(,)	-	,␣
ex003:006	6	@	-	Aabrahamin␣
ex003:006	5	@	-	Jumala
ex003:006	-	(,)	-	,␣
ex003:006	8	@	-	Iisakin␣
ex003:006	7	@	-	Jumala␣
ex003:006	9a	@	-	ja␣
ex003:006	10	@	-	Jaakobin␣
ex003:006	9b	@	-	Jumala
ex003:006	-	(@)	-	"
ex003:006	-	(.)	-	.␣
ex003:006	11a	@	-	Ja␣
ex003:006	12	@	-	Mooses␣
ex003:006	11b	@	-	peitti␣
ex003:006	13	@	-	kasvonsa
ex003:006	-	(,)	-	,␣
ex003:006	14	@	-	sillä␣
ex003:006	15	(@)	-	hän␣
ex003:006	15	@	-	pelkäsi␣
ex003:006	16b	@	-	katsoa␣
ex003:006	16a	%case	LAT	
ex003:006	(18a) 18b	@	-	Jumalaa
ex003:006	17	%case	PTV	
ex003:006	-	(.)	-	.␣
ex003:007	ex003:007	ex003:007	VERSE	2Ms␣3:7␣
ex003:007	1a	@	-	Ja␣
ex003:007	2	@	-	Herra␣
ex003:007	1b	@	-	sanoi
ex003:007	-	(:)	-	:␣
