lm001:001	lm001:001	lm001:001	VERSE	Val␣1:1␣
lm004:020	6a	%case	LOC	
lm004:020	-	(,)	-	,␣
lm004:020	-	(@)	-	hän
lm004:020	-	(,)	-	,␣
lm004:020	7	@	-	josta␣
lm004:020	8	(@)	-	me␣
lm004:020	8	(@)	-	olimme␣
lm004:020	8	@	-	sanoneet
lm004:020	-	(:)	-	:␣
lm004:020	pers%9b	@	-	hänen␣
lm004:020	9b	@	-	varjossaan␣
lm004:020	9a	%case	LOC	
lm004:020	10	(@)	-	me␣
lm004:020	10	(@)	-	saamme␣
lm004:020	10	@	-	elää␣
lm004:020	11b	@	-	pakanakansain␣
lm004:020	11a	@	-	seassa
lm004:020	-	(.)	-	.␣
lm004:021	lm004:021	lm004:021	VERSE	Val␣4:21␣
lm004:021	1	@	-	Iloitse␣
lm004:021	2a	@	-	ja␣
lm004:021	2b	@	-	riemuitse
lm004:021	-	(,)	-	,␣
lm004:021	3	@	-	tytär␣
lm004:021	4	@	-	Edom
lm004:021	-	(,)	-	,␣
lm004:021	-	(@)	-	joka␣
lm004:021	6	@	-	asut␣
lm004:021	8	@	-	Uusin␣
lm004:021	7b	@	-	maassa
lm004:021	7a	%case	LOC	
lm004:021	-	(!)	-	!␣
lm004:021	9	@	-	Mutta␣
lm004:021	12	@	-	malja␣
lm004:021	11	(@)	-	on␣
lm004:021	11	@	-	tuleva␣
lm004:021	pers%10	@	-	sinunkin␣
lm004:021	10	@	-	kohdallesi
lm004:021	-	(:)	-	:␣
lm004:021	13	(@)	-	sinä␣
lm004:021	13	@	-	juovut␣
lm004:021	14a	@	-	ja␣
lm004:021	14b	@	-	paljastat␣
lm004:021	14b	(@)	-	itsesi
lm004:021	-	(.)	-	.␣
lm004:022	lm004:022	lm004:022	VERSE	Val␣4:22␣
lm004:022	pers%2	@	-	Sinun␣
lm004:022	2	@	-	syntivelkasi
lm004:022	-	(,)	-	,␣
lm004:022	3	@	-	tytär␣
lm004:022	4	@	-	Siion
lm004:022	-	(,)	-	,␣
lm004:022	1	(@)	-	on␣
lm004:022	1	@	-	loppunut
lm004:022	-	(:)	-	:␣
lm004:022	5	@	-	ei␣
lm004:022	-	(@)	-	Herra␣
lm004:022	6	(@)	-	ole␣
lm004:022	6	@	-	enää␣
lm004:022	7b	@	-	siirtävä␣
lm004:022	7a	%case	NOM	
lm004:022	pers%7b	@	-	sinua␣
lm004:022	7b	@	-	pois
lm004:022	-	(.)	-	.␣
lm004:022	pers%9	@	-	Sinun␣
lm004:022	9	@	-	syntivelkasi
lm004:022	-	(,)	-	,␣
lm004:022	10	@	-	tytär␣
lm004:022	11	@	-	Edom
lm004:022	-	(,)	-	,␣
lm004:022	8	(@)	-	hän␣
lm004:022	8	(@)	-	on␣
lm004:022	8	@	-	etsiskelevä
lm004:022	-	(,)	-	,␣
lm004:022	12	(@)	-	on␣
lm004:022	12	@	-	paljastava␣
lm004:022	pers%14	@	-	sinun␣
lm004:022	14	@	-	syntisi
lm004:022	13	%case	NOM.GEN	
lm004:022	-	(.)	-	.␣
lm005:001	lm005:001	lm005:001	VERSE	Val␣5:1␣
lm005:001	1	@	-	Muista
lm005:001	-	(,)	-	,␣
lm005:001	2	@	-	Herra
lm005:001	-	(,)	-	,␣
lm005:001	3	@	-	mitä␣
lm005:001	5	@	-	meille␣
lm005:001	4	(@)	-	on␣
lm005:001	4	@	-	tapahtunut
lm005:001	-	(;)	-	;␣
lm005:001	7	@	-	katso␣
lm005:001	8a	@	-	ja␣
lm005:001	8b	@	-	näe␣
lm005:001	pers%10	@	-	meidän␣
lm005:001	10	@	-	häväistyksemme
lm005:001	9	%case	NOM.GEN	
lm005:001	-	(.)	-	.␣
lm005:002	lm005:002	lm005:002	VERSE	Val␣5:2␣
lm005:002	pers%1	@	-	Meidän␣
lm005:002	1	@	-	perintöosamme␣
lm005:002	2	(@)	-	on␣
lm005:002	2	@	-	siirtynyt␣
lm005:002	3b	@	-	vieraille
lm005:002	3a	%case	LOC	
lm005:002	-	(,)	-	,␣
lm005:002	pers%4	@	-	meidän␣
lm005:002	4	@	-	talomme␣
lm005:002	5b	@	-	muukalaisille
lm005:002	5a	%case	LOC	
lm005:002	-	(.)	-	.␣
lm005:003	lm005:003	lm005:003	VERSE	Val␣5:3␣
lm005:003	2	(@)	-	Me␣
lm005:003	2	(@)	-	olemme␣
lm005:003	2	@	-	tulleet␣
lm005:003	1	@	-	orvoiksi
lm005:003	-	(,)	-	,␣
lm005:003	4b 5	@	-	isättömiksi
lm005:003	-	(,)	-	,␣
lm005:003	pers%6	@	-	meidän␣
lm005:003	6	@	-	äitimme␣
lm005:003	-	(@)	-	ovat␣
lm005:003	7a	@	-	kuin␣
lm005:003	7b	@	-	lesket
lm005:003	-	(.)	-	.␣
lm005:004	lm005:004	lm005:004	VERSE	Val␣5:4␣
lm005:004	pers%1	@	-	Oman␣
lm005:004	1	@	-	juomavetemme␣
lm005:004	3	(@)	-	me␣
lm005:004	3	@	-	ostamme␣
lm005:004	2b	@	-	rahalla
lm005:004	2a	%case	LOC	
lm005:004	-	(;)	-	;␣
lm005:004	pers%4	@	-	omat␣
lm005:004	4	@	-	puumme␣
lm005:004	6	@	-	saamme
lm005:004	-	(,)	-	,␣
lm005:004	-	(@)	-	jos␣
lm005:004	5a	@	-	maksamme␣
lm005:004	5b	@	-	hinnan
lm005:004	-	(.)	-	.␣
lm005:005	lm005:005	lm005:005	VERSE	Val␣5:5␣
lm005:005	3	@	-	Vainoojamme␣
lm005:005	3	@	-	ovat␣
lm005:005	pers%2	@	-	meidän␣
lm005:005	2	@	-	niskassamme
lm005:005	1	%case	LOC	
lm005:005	-	(;)	-	;␣
lm005:005	-	(@)	-	kun␣
lm005:005	4	@	-	uuvumme
lm005:005	-	(,)	-	,␣
lm005:005	6b	@	-	ei␣
lm005:005	8	@	-	meille␣
lm005:005	7	@	-	lepoa␣
lm005:005	7	@	-	suoda
lm005:005	-	(.)	-	.␣
lm005:006	lm005:006	lm005:006	VERSE	Val␣5:6␣
lm005:006	1	@	-	Egyptille␣
lm005:006	2	(@)	-	me␣
lm005:006	2	@	-	lyömme␣
lm005:006	3	@	-	kättä␣
lm005:006	-	(@)	-	ja␣
lm005:006	4	@	-	Assurille␣
lm005:006	5a	@	-	saadaksemme␣
lm005:006	6	@	-	leipää␣
lm005:006	5b	@	-	ravinnoksi
lm005:006	-	(.)	-	.␣
lm005:007	lm005:007	lm005:007	VERSE	Val␣5:7␣
lm005:007	pers%1	@	-	Meidän␣
lm005:007	1	@	-	isämme␣
lm005:007	2	(@)	-	ovat␣
lm005:007	2	@	-	syntiä␣
lm005:007	2	@	-	tehneet
lm005:007	-	(;)	-	;␣
lm005:007	pers%4b	@	-	heitä␣
lm005:007	4b	@	-	ei␣
lm005:007	-	(@)	-	enää␣
lm005:007	4b	@	-	ole
lm005:007	-	(.)	-	.␣
lm005:007	6b	@	-	Me␣
lm005:007	8	@	-	kannamme␣
lm005:007	pers%7	@	-	heidän␣
lm005:007	7	@	-	syntivelkaansa
lm005:007	-	(.)	-	.␣
lm005:008	lm005:008	lm005:008	VERSE	Val␣5:8␣
lm005:008	1	@	-	Orjat␣
lm005:008	2	@	-	hallitsevat␣
lm005:008	3	@	-	meitä
lm005:008	-	(;)	-	;␣
lm005:008	5	@	-	ei␣
lm005:008	5	@	-	ole␣
lm005:008	-	(@)	-	sitä
lm005:008	-	(,)	-	,␣
lm005:008	-	(@)	-	joka␣
lm005:008	4	@	-	tempaisi␣
lm005:008	-	(@)	-	meidät␣
lm005:008	pers%6b	@	-	heidän␣
lm005:008	6b	@	-	käsistänsä
lm005:008	6a	%case	LOC	
lm005:008	-	(.)	-	.␣
lm005:009	lm005:009	lm005:009	VERSE	Val␣5:9␣
lm005:009	1b	@	-	Henkemme␣
lm005:009	1a	@	-	kaupalla␣
lm005:009	2	(@)	-	me␣
lm005:009	2	@	-	noudamme␣
lm005:009	3	@	-	leipämme
lm005:009	-	(,)	-	,␣
lm005:009	4b	@	-	väistäen␣
lm005:009	4a	%case	MAN	
lm005:009	5	@	-	miekkaa␣
lm005:009	(6a) 6b	@	-	erämaassa
lm005:009	-	(.)	-	.␣
lm005:010	lm005:010	lm005:010	VERSE	Val␣5:10␣
lm005:010	pers%1	@	-	Meidän␣
lm005:010	1	@	-	ihomme␣
lm005:010	3	@	-	halkeilee␣
lm005:010	2a	@	-	kuin␣
lm005:010	2b	@	-	uuni␣
lm005:010	6	@	-	nälän␣
lm005:010	5	@	-	poltteiden␣
lm005:010	4b	@	-	takia
lm005:010	4a	%case	?	
lm005:010	-	(.)	-	.␣
lm005:011	lm005:011	lm005:011	VERSE	Val␣5:11␣
lm005:011	1	@	-	Naisia␣
lm005:011	3	@	-	raiskataan␣
lm005:011	2b	@	-	Siionissa
lm005:011	2a	%case	LOC	
lm005:011	-	(,)	-	,␣
lm005:011	4	@	-	neitsyitä␣
lm005:011	6	@	-	Juudan␣
lm005:011	5b	@	-	kaupungeissa
lm005:011	5a	%case	LOC	
lm005:011	-	(.)	-	.␣
lm005:012	lm005:012	lm005:012	VERSE	Val␣5:12␣
lm005:012	1	@	-	Ruhtinaita␣
lm005:012	pers%2b	@	-	heidän␣
lm005:012	2b	@	-	kätensä␣
lm005:012	2a	%case	NOM.GEN	
lm005:012	3	@	-	hirttävät
lm005:012	-	(,)	-	,␣
lm005:012	5	@	-	vanhinten␣
lm005:012	4	@	-	kasvoja␣
lm005:012	6	@	-	ei␣
lm005:012	7	@	-	pidetä␣
lm005:012	7	@	-	arvossa
lm005:012	-	(.)	-	.␣
lm005:013	lm005:013	lm005:013	VERSE	Val␣5:13␣
lm005:013	1	@	-	Nuorukaiset␣
lm005:013	3	@	-	kantavat␣
lm005:013	2	@	-	myllynkiviä
lm005:013	(4a)	-	UNTRANSLATED	
lm005:013	-	(,)	-	,␣
lm005:013	4b	@	-	poikaset␣
lm005:013	6	@	-	kompastelevat␣
lm005:013	5b	@	-	puutaakkojen␣
lm005:013	5a	@	-	alla
lm005:013	-	(.)	-	.␣
lm005:014	lm005:014	lm005:014	VERSE	Val␣5:14␣
lm005:014	3	@	-	Poissa␣
lm005:014	3	@	-	ovat␣
lm005:014	1	@	-	vanhukset␣
lm005:014	2b	@	-	porteista
lm005:014	2a	%case	LOC	
lm005:014	-	(,)	-	,␣
lm005:014	4	@	-	nuorukaiset␣
lm005:014	5b	@	-	kielisoittimiensa␣
lm005:014	5a	@	-	äärestä
lm005:014	-	(.)	-	.␣
lm005:015	lm005:015	lm005:015	VERSE	Val␣5:15␣
lm005:015	1	@	-	Poissa␣
lm005:015	1	@	-	on␣
lm005:015	2	@	-	ilo␣
lm005:015	3	@	-	sydämistämme
lm005:015	-	(,)	-	,␣
lm005:015	6	@	-	karkelomme␣
lm005:015	4	(@)	-	on␣
lm005:015	5b	@	-	valitukseksi␣
lm005:015	5a	%case	TRA	
lm005:015	4	@	-	muuttunut
lm005:015	-	(.)	-	.␣
lm005:016	lm005:016	lm005:016	VERSE	Val␣5:16␣
lm005:016	1	@	-	Pudonnut␣
lm005:016	1	(@)	-	on␣
lm005:016	3	@	-	päästämme␣
lm005:016	2	@	-	kruunu
lm005:016	-	(.)	-	.␣
lm005:016	4	@	-	Voi␣
lm005:016	5	%case	?	
lm005:016	6	@	-	meitä
lm005:016	-	(,)	-	,␣
lm005:016	7	@	-	sillä␣
lm005:016	8	(@)	-	me␣
lm005:016	8	(@)	-	olemme␣
lm005:016	8	@	-	syntiä␣
lm005:016	8	@	-	tehneet
lm005:016	-	(!)	-	!␣
lm005:017	lm005:017	lm005:017	VERSE	Val␣5:17␣
lm005:017	2	@	-	Tästä␣
lm005:017	2	@	-	syystä␣
lm005:017	1	%case	LOC	
lm005:017	3	@	-	on␣
lm005:017	5	@	-	sydämemme␣
lm005:017	4	@	-	tullut␣
lm005:017	4	@	-	sairaaksi
lm005:017	-	(,)	-	,␣
lm005:017	7	@	-	näitten␣
lm005:017	6	@	-	tähden␣
lm005:017	8	(@)	-	ovat␣
lm005:017	9	@	-	silmämme␣
lm005:017	8	@	-	pimenneet␣
lm005:017	-	(-)	-	-␣
lm005:018	lm005:018	lm005:018	VERSE	Val␣5:18␣
lm005:018	3	@	-	Siionin␣
lm005:018	2	@	-	vuoren␣
lm005:018	1	@	-	tähden
lm005:018	-	(,)	-	,␣
lm005:018	4a	@	-	joka␣
lm005:018	4b	@	-	on␣
lm005:018	4b	@	-	autiona
lm005:018	-	(,)	-	,␣
lm005:018	7	@	-	jolla␣
lm005:018	5	@	-	ketut␣
lm005:018	6	@	-	juoksentelevat
lm005:018	-	(.)	-	.␣
lm005:019	lm005:019	lm005:019	VERSE	Val␣5:19␣
lm005:019	1	@	-	Sinä
lm005:019	-	(,)	-	,␣
lm005:019	2	@	-	Herra
lm005:019	-	(,)	-	,␣
lm005:019	4	@	-	hallitset␣
lm005:019	3b	@	-	iankaikkisesti
lm005:019	3a	%case	MAN	
lm005:019	-	(,)	-	,␣
lm005:019	pers%5	@	-	sinun␣
lm005:019	5	@	-	valtaistuimesi␣
lm005:019	-	(@)	-	pysyy␣
lm005:019	6b	@	-	suvusta␣
lm005:019	6a	%case	LOC	
lm005:019	7b	@	-	sukuun
lm005:019	7a	%inflection	SG.ILL	
lm005:019	-	(.)	-	.␣
lm005:020	lm005:020	lm005:020	VERSE	Val␣5:20␣
lm005:020	1	@	-	Miksi␣
lm005:020	3	@	-	unhotat␣
lm005:020	pers%3	@	-	meidät␣
lm005:020	2b	@	-	ainiaaksi
lm005:020	2a	%case	?	
lm005:020	-	(,)	-	,␣
lm005:020	4	@	-	hylkäät␣
lm005:020	pers%4	@	-	meidät␣
lm005:020	5b 6	@	-	ikipäiviksi
lm005:020	5a	%case	TRA	
lm005:020	-	(?)	-	?␣
lm005:021	lm005:021	lm005:021	VERSE	Val␣5:21␣
lm005:021	1	@	-	Palauta␣
lm005:021	pers%1	@	-	meidät
lm005:021	-	(,)	-	,␣
lm005:021	2	@	-	Herra
lm005:021	-	(,)	-	,␣
lm005:021	3	@	-	tykösi
lm005:021	-	(,)	-	,␣
lm005:021	5a	@	-	niin␣
lm005:021	5b	(@)	-	me␣
lm005:021	5b	@	-	palajamme
lm005:021	-	(;)	-	;␣
lm005:021	6	@	-	uudista␣
lm005:021	pers%7	@	-	meidän␣
lm005:021	7	@	-	päivämme␣
lm005:021	8b	@	-	muinaiselleen
lm005:021	8a	%case	LOC	
lm005:021	-	(.)	-	.␣
lm005:022	lm005:022	lm005:022	VERSE	Val␣5:22␣
lm005:022	1 2	@	-	Vai␣
lm005:022	4	(@)	-	oletko␣
lm005:022	3	%case	?	
lm005:022	pers%4	@	-	meidät␣
lm005:022	-	(@)	-	peräti␣
lm005:022	4	@	-	hyljännyt
lm005:022	-	(,)	-	,␣
lm005:022	5	@	-	vihastunut␣
lm005:022	6	@	-	meihin␣
lm005:022	8	@	-	ylenmäärin
lm005:022	7	%case	?	
lm005:022	-	(?)	-	?␣
