pr001:001	pr001:001	pr001:001	VERSE	Snl␣1:1␣
pr002:016	2a	%case	LOC	
pr002:016	-	(,)	-	,␣
pr002:016	4b	@	-	vieraasta␣
pr002:016	4a	%case	LOC	
pr002:016	4b	@	-	vaimosta
pr002:016	-	(,)	-	,␣
pr002:016	-	(@)	-	joka␣
pr002:016	5	@	-	sanoillansa␣
pr002:016	6	@	-	liehakoitsee
pr002:016	-	(,)	-	,␣
pr002:017	pr002:017	pr002:017	VERSE	Snl␣2:17␣
pr002:017	1a	@	-	joka␣
pr002:017	1b	(@)	-	on␣
pr002:017	1b	@	-	hyljännyt␣
pr002:017	3	@	-	nuoruutensa␣
pr002:017	2	@	-	ystävän␣
pr002:017	4a	@	-	ja␣
pr002:017	7	@	-	unhottanut␣
pr002:017	6	@	-	Jumalansa␣
pr002:017	5	@	-	liiton
pr002:017	4b	%case	GEN	
pr002:017	-	(.)	-	.␣
pr002:018	pr002:018	pr002:018	VERSE	Snl␣2:18␣
pr002:018	1	@	-	Sillä␣
pr002:018	pers%5	@	-	hänen␣
pr002:018	5	@	-	huoneensa␣
pr002:018	2	@	-	kallistuu␣
pr002:018	3	@	-	kohti␣
pr002:018	4	@	-	kuolemaa
pr002:018	(6a)	-	UNTRANSLATED	
pr002:018	-	(,)	-	,␣
pr002:018	pers%8	@	-	hänen␣
pr002:018	8	@	-	tiensä␣
pr002:018	7	@	-	haamuja␣
pr002:018	6b	@	-	kohden
pr002:018	-	(.)	-	.␣
pr002:019	pr002:019	pr002:019	VERSE	Snl␣2:19␣
pr002:019	3	@	-	Ei␣
pr002:019	4	@	-	palaja␣
pr002:019	1	@	-	kenkään
pr002:019	-	(,)	-	,␣
pr002:019	-	(@)	-	joka␣
pr002:019	pers%2	@	-	hänen␣
pr002:019	pers%2	(@)	-	luoksensa␣
pr002:019	2	@	-	menee
pr002:019	-	(,)	-	,␣
pr002:019	5b	@	-	eikä␣
pr002:019	5a	%clitic	kA	
pr002:019	6	@	-	saavu␣
pr002:019	8	@	-	elämän␣
pr002:019	7	@	-	poluille
pr002:019	-	(.)	-	.␣
pr002:020	pr002:020	pr002:020	VERSE	Snl␣2:20␣
pr002:020	1	@	-	Niin␣
pr002:020	2	(@)	-	sinä␣
pr002:020	2	@	-	vaellat␣
pr002:020	4	@	-	hyvien␣
pr002:020	3b	@	-	tietä␣
pr002:020	3a	%case	PTV	
pr002:020	5a	@	-	ja␣
pr002:020	7	@	-	noudatat␣
pr002:020	6	@	-	vanhurskasten␣
pr002:020	5b	@	-	polkuja
pr002:020	-	(.)	-	.␣
pr002:021	pr002:021	pr002:021	VERSE	Snl␣2:21␣
pr002:021	1	@	-	Sillä␣
pr002:021	2	@	-	oikeamieliset␣
pr002:021	3	(@)	-	saavat␣
pr002:021	3	@	-	asua␣
pr002:021	4	@	-	maassa
pr002:021	-	(,)	-	,␣
pr002:021	5a	@	-	ja␣
pr002:021	5b	@	-	nuhteettomat␣
pr002:021	6	@	-	jäävät␣
pr002:021	7	@	-	siihen␣
pr002:021	6	@	-	jäljelle
pr002:021	-	(;)	-	;␣
pr002:022	pr002:022	pr002:022	VERSE	Snl␣2:22␣
pr002:022	1a	@	-	mutta␣
pr002:022	1b	@	-	jumalattomat␣
pr002:022	3	@	-	hävitetään␣
pr002:022	2b	@	-	maasta
pr002:022	2a	%case	LOC	
pr002:022	-	(,)	-	,␣
pr002:022	4a	@	-	ja␣
pr002:022	4b	@	-	uskottomat␣
pr002:022	pers%6	@	-	siitä␣
pr002:022	5	@	-	reväistään␣
pr002:022	6	@	-	pois
pr002:022	-	(.)	-	.␣
pr003:001	pr003:001	pr003:001	VERSE	Snl␣3:1␣
pr003:001	1	@	-	Poikani
pr003:001	-	(,)	-	,␣
pr003:001	3	@	-	älä␣
pr003:001	4	@	-	unhota␣
pr003:001	pers%2	@	-	minun␣
pr003:001	2	@	-	opetustani
pr003:001	-	(,)	-	,␣
pr003:001	5a	@	-	vaan␣
pr003:001	pers%7	@	-	sinun␣
pr003:001	7	@	-	sydämesi␣
pr003:001	6	@	-	säilyttäköön␣
pr003:001	pers%5b	@	-	minun␣
pr003:001	5b	@	-	käskyni
pr003:001	-	(;)	-	;␣
pr003:002	pr003:002	pr003:002	VERSE	Snl␣3:2␣
pr003:002	1	@	-	sillä␣
pr003:002	2	@	-	pitkää␣
pr003:002	3	@	-	ikää
pr003:002	(4a)	-	UNTRANSLATED	
pr003:002	-	(,)	-	,␣
pr003:002	4b 5	@	-	elinvuosia␣
pr003:002	6a	@	-	ja␣
pr003:002	6b	@	-	rauhaa␣
pr003:002	7	(@)	-	ne␣
pr003:002	8	@	-	sinulle␣
pr003:002	7	@	-	kartuttavat
pr003:002	-	(.)	-	.␣
pr003:003	pr003:003	pr003:003	VERSE	Snl␣3:3␣
pr003:003	1	@	-	Laupeus␣
pr003:003	2a	@	-	ja␣
pr003:003	2b	@	-	uskollisuus␣
pr003:003	3	@	-	älkööt␣
pr003:003	4	@	-	hyljätkö␣
pr003:003	pers%4	@	-	sinua
pr003:003	-	(.)	-	.␣
pr003:003	5	@	-	Sido␣
pr003:003	pers%5	@	-	ne␣
pr003:003	7	@	-	kaulaasi
pr003:003	6	%case	LOC	
pr003:003	-	(,)	-	,␣
pr003:003	8	@	-	kirjoita␣
pr003:003	pers%8	@	-	ne␣
pr003:003	11	@	-	sydämesi␣
pr003:003	10	@	-	tauluun
pr003:003	9	%case	LOC	
pr003:003	-	(,)	-	,␣
pr003:004	pr003:004	pr003:004	VERSE	Snl␣3:4␣
pr003:004	1a	@	-	niin␣
pr003:004	1b	@	-	saat␣
pr003:004	2	@	-	armon␣
pr003:004	3a	@	-	ja␣
pr003:004	4	@	-	hyvän␣
pr003:004	3b	@	-	ymmärryksen␣
pr003:004	6	@	-	Jumalan␣
pr003:004	7a	@	-	ja␣
pr003:004	7b	@	-	ihmisten␣
pr003:004	5b	@	-	silmien␣
pr003:004	5a	@	-	edessä
pr003:004	-	(.)	-	.␣
pr003:005	pr003:005	pr003:005	VERSE	Snl␣3:5␣
pr003:005	1	@	-	Turvaa␣
pr003:005	3	@	-	Herraan␣
pr003:005	2	%case	LOC	
pr003:005	4b	@	-	kaikesta␣
pr003:005	4a	%case	LOC	
pr003:005	5	@	-	sydämestäsi␣
pr003:005	8	@	-	äläkä␣
pr003:005	6a	%clitic	kA	
pr003:005	9	@	-	nojaudu␣
pr003:005	pers%7	@	-	omaan␣
pr003:005	7	@	-	ymmärrykseesi
pr003:005	6b	%case	LOC	
pr003:005	-	(.)	-	.␣
pr003:006	pr003:006	pr003:006	VERSE	Snl␣3:6␣
pr003:006	3	@	-	Tunne␣
pr003:006	pers%3	@	-	hänet␣
pr003:006	1b	@	-	kaikilla␣
pr003:006	1a	%case	LOC	
pr003:006	2	@	-	teilläsi
pr003:006	-	(,)	-	,␣
pr003:006	4a	@	-	niin␣
pr003:006	4b	@	-	hän␣
pr003:006	pers%6	@	-	sinun␣
pr003:006	6	@	-	polkusi␣
pr003:006	5	@	-	tasoittaa
pr003:006	-	(.)	-	.␣
pr003:007	pr003:007	pr003:007	VERSE	Snl␣3:7␣
pr003:007	1	@	-	Älä␣
pr003:007	2	@	-	ole␣
pr003:007	3	@	-	viisas␣
pr003:007	pers%4b	@	-	omissa␣
pr003:007	4b	@	-	silmissäsi
pr003:007	4a	%case	LOC	
pr003:007	-	(.)	-	.␣
pr003:007	5	@	-	Pelkää␣
pr003:007	7	@	-	Herraa␣
pr003:007	6	%case	PTV	
pr003:007	8a	@	-	ja␣
pr003:007	8b	@	-	karta␣
pr003:007	9b	@	-	pahaa
pr003:007	9a	%case	PTV	
pr003:007	-	(.)	-	.␣
pr003:008	pr003:008	pr003:008	VERSE	Snl␣3:8␣
pr003:008	2	(@)	-	Se␣
pr003:008	2	@	-	on␣
pr003:008	1	@	-	terveellistä␣
pr003:008	pers%3b	@	-	sinun␣
pr003:008	3b	@	-	ruumiillesi␣
pr003:008	3a	%case	LOC	
pr003:008	4a	@	-	ja␣
pr003:008	4b	@	-	virkistävää␣
pr003:008	pers%5b	@	-	sinun␣
pr003:008	5b	@	-	luillesi
pr003:008	5a	%case	LOC	
pr003:008	-	(.)	-	.␣
pr003:009	pr003:009	pr003:009	VERSE	Snl␣3:9␣
pr003:009	1	@	-	Kunnioita␣
pr003:009	3	@	-	Herraa␣
pr003:009	2	%case	PTV	
pr003:009	-	(@)	-	antamalla␣
pr003:009	4b	@	-	varoistasi␣
pr003:009	4a	%case	LOC	
pr003:009	5a	@	-	ja␣
pr003:009	6	@	-	kaiken␣
pr003:009	7	@	-	satosi␣
pr003:009	5c	@	-	parhaimmasta
pr003:009	5b	%case	LOC	
pr003:009	-	(,)	-	,␣
pr003:010	pr003:010	pr003:010	VERSE	Snl␣3:10␣
pr003:010	1a	@	-	niin␣
pr003:010	pers%2	@	-	sinun␣
pr003:010	2	@	-	jyväaittasi␣
pr003:010	1b	@	-	täyttyvät␣
pr003:010	3	@	-	runsaudella
pr003:010	-	(,)	-	,␣
pr003:010	4a	@	-	ja␣
pr003:010	4b	@	-	viini␣
pr003:010	6	@	-	pursuu␣
pr003:010	pers%5	@	-	sinun␣
pr003:010	5	@	-	kuurnistasi
pr003:010	-	(.)	-	.␣
pr003:011	pr003:011	pr003:011	VERSE	Snl␣3:11␣
pr003:011	3	@	-	Poikani
pr003:011	-	(,)	-	,␣
pr003:011	4	@	-	älä␣
pr003:011	5	@	-	pidä␣
pr003:011	2	@	-	Herran␣
pr003:011	1	@	-	kuritusta␣
pr003:011	5	@	-	halpana␣
pr003:011	6b	@	-	äläkä␣
pr003:011	6a	%clitic	kA	
pr003:011	7	@	-	kyllästy␣
pr003:011	pers%8b	@	-	hänen␣
pr003:011	8b	@	-	rangaistukseensa
pr003:011	8a	%case	LOC	
pr003:011	-	(;)	-	;␣
pr003:012	pr003:012	pr003:012	VERSE	Snl␣3:12␣
pr003:012	1	@	-	sillä␣
pr003:012	3	@	-	jota␣
pr003:012	2	%case	PTV	
pr003:012	5	@	-	Herra␣
pr003:012	4	@	-	rakastaa
pr003:012	-	(,)	-	,␣
pr003:012	-	(@)	-	sitä␣
pr003:012	6	(@)	-	hän␣
pr003:012	6	@	-	rankaisee
pr003:012	(7a)	-	UNTRANSLATED	
pr003:012	-	(,)	-	,␣
pr003:012	7b	@	-	niinkuin␣
pr003:012	7c	@	-	isä␣
pr003:012	9	@	-	poikaa
pr003:012	8	%case	PTV	
pr003:012	-	(,)	-	,␣
pr003:012	-	(@)	-	joka␣
pr003:012	10	(@)	-	hänelle␣
pr003:012	10	@	-	rakas␣
pr003:012	10	@	-	on
pr003:012	-	(.)	-	.␣
pr003:013	pr003:013	pr003:013	VERSE	Snl␣3:13␣
pr003:013	1	@	-	Autuas␣
pr003:013	-	(@)	-	se␣
pr003:013	2	@	-	ihminen
pr003:013	-	(,)	-	,␣
pr003:013	-	(@)	-	joka␣
pr003:013	3	(@)	-	on␣
pr003:013	3	@	-	löytänyt␣
pr003:013	4	@	-	viisauden
pr003:013	(5a)	-	UNTRANSLATED	
pr003:013	-	(,)	-	,␣
pr003:013	5b	@	-	ihminen
pr003:013	-	(,)	-	,␣
pr003:013	-	(@)	-	joka␣
pr003:013	6	(@)	-	on␣
pr003:013	6	@	-	saanut␣
pr003:013	7	@	-	taidon
pr003:013	-	(.)	-	.␣
pr003:014	pr003:014	pr003:014	VERSE	Snl␣3:14␣
pr003:014	1	@	-	Sillä␣
pr003:014	2	@	-	parempi␣
pr003:014	-	(@)	-	on␣
pr003:014	3	@	-	hankkia␣
pr003:014	pers%3	@	-	sitä␣
pr003:014	4a	@	-	kuin␣
pr003:014	(4b)	-	UNTRANSLATED	
pr003:014	5	@	-	hopeata
pr003:014	-	(,)	-	,␣
pr003:014	6a	@	-	ja␣
pr003:014	pers%7	@	-	siitä␣
pr003:014	7	@	-	saatu␣
pr003:014	7	@	-	voitto␣
pr003:014	-	(@)	-	on␣
pr003:014	6c	@	-	kultaa␣
pr003:014	6b	@	-	jalompi
pr003:014	-	(.)	-	.␣
pr003:015	pr003:015	pr003:015	VERSE	Snl␣3:15␣
pr003:015	2	@	-	Se␣
pr003:015	-	(@)	-	on␣
pr003:015	1	@	-	kalliimpi␣
pr003:015	4a	@	-	kuin␣
pr003:015	4b	@	-	helmet
pr003:015	(5a)	-	UNTRANSLATED	
pr003:015	-	(,)	-	,␣
pr003:015	7	@	-	eivät␣
pr003:015	5b	@	-	mitkään␣
pr003:015	6	@	-	kalleutesi␣
pr003:015	8	@	-	vedä␣
pr003:015	9	@	-	sille␣
pr003:015	8	@	-	vertaa
pr003:015	-	(.)	-	.␣
pr003:016	pr003:016	pr003:016	VERSE	Snl␣3:16␣
pr003:016	1	@	-	Pitkä␣
pr003:016	2	@	-	ikä␣
pr003:016	-	(@)	-	on␣
pr003:016	pers%3b	@	-	sen␣
pr003:016	3b	@	-	oikeassa␣
pr003:016	3a	%case	LOC	
pr003:016	3b	@	-	kädessä
pr003:016	-	(,)	-	,␣
pr003:016	4b	@	-	vasemmassa␣
pr003:016	4a	%case	LOC	
pr003:016	5	@	-	rikkaus␣
pr003:016	6a	@	-	ja␣
pr003:016	6b	@	-	kunnia
pr003:016	-	(.)	-	.␣
pr003:017	pr003:017	pr003:017	VERSE	Snl␣3:17␣
pr003:017	pers%1	@	-	Sen␣
pr003:017	1	@	-	tiet␣
pr003:017	-	(@)	-	ovat␣
pr003:017	3	@	-	suloiset␣
pr003:017	2	@	-	tiet
pr003:017	(4a)	-	UNTRANSLATED	
pr003:017	-	(,)	-	,␣
pr003:017	pers%5	@	-	sen␣
pr003:017	5	@	-	polut␣
pr003:017	6	@	-	rauhaisat␣
pr003:017	4b	@	-	kaikki␣
pr003:017	-	(@)	-	tyynni
pr003:017	-	(.)	-	.␣
pr003:018	pr003:018	pr003:018	VERSE	Snl␣3:18␣
pr003:018	2	@	-	Elämän␣
pr003:018	1	@	-	puu␣
pr003:018	-	(@)	-	on␣
pr003:018	3	@	-	se␣
pr003:018	-	(@)	-	niille
pr003:018	-	(,)	-	,␣
pr003:018	-	(@)	-	jotka␣
pr003:018	5	@	-	siihen␣
pr003:018	4b	@	-	tarttuvat
pr003:018	4a	%case	?	
pr003:018	(6a)	-	UNTRANSLATED	
pr003:018	-	(;)	-	;␣
pr003:018	7	@	-	onnelliset␣
pr003:018	-	(@)	-	ne
pr003:018	-	(,)	-	,␣
pr003:018	-	(@)	-	jotka␣
pr003:018	pers%6b	@	-	siitä␣
pr003:018	6b	@	-	pitävät␣
pr003:018	6b	@	-	kiinni
pr003:018	-	(.)	-	.␣
pr003:019	pr003:019	pr003:019	VERSE	Snl␣3:19␣
pr003:019	1	@	-	Herra␣
pr003:019	3	(@)	-	on␣
pr003:019	2b	@	-	viisaudella␣
pr003:019	2a	%case	LOC	
pr003:019	3	@	-	perustanut␣
pr003:019	4	@	-	maan
pr003:019	-	(,)	-	,␣
pr003:019	6	@	-	taivaat␣
pr003:019	7b	@	-	taidolla␣
pr003:019	7a	%case	LOC	
pr003:019	5	@	-	vahvistanut
pr003:019	-	(.)	-	.␣
pr003:020	pr003:020	pr003:020	VERSE	Snl␣3:20␣
pr003:020	pers%1b	@	-	Hänen␣
pr003:020	1b	@	-	toimestansa␣
pr003:020	1a	%case	LOC	
pr003:020	2	@	-	syvyydet␣
pr003:020	3	@	-	kuohuivat␣
pr003:020	3	@	-	esiin
pr003:020	-	(,)	-	,␣
pr003:020	4a	@	-	ja␣
pr003:020	4b	@	-	pilvet␣
pr003:020	5	@	-	pisaroivat␣
pr003:020	6	@	-	kastetta
pr003:020	-	(.)	-	.␣
pr003:021	pr003:021	pr003:021	VERSE	Snl␣3:21␣
pr003:021	1	@	-	Poikani
pr003:021	-	(,)	-	,␣
pr003:021	-	(@)	-	nämä␣
pr003:021	2	@	-	älkööt␣
pr003:021	3	@	-	häipykö␣
pr003:021	4b	@	-	näkyvistäsi
pr003:021	4a	%case	LOC	
pr003:021	-	(,)	-	,␣
pr003:021	5	@	-	säilytä␣
pr003:021	6	@	-	neuvokkuus␣
pr003:021	7a	@	-	ja␣
pr003:021	7b	@	-	taidollisuus
pr003:021	-	(,)	-	,␣
pr003:022	pr003:022	pr003:022	VERSE	Snl␣3:22␣
pr003:022	1a	@	-	niin␣
pr003:022	1b	(@)	-	ne␣
pr003:022	1b	@	-	ovat␣
pr003:022	2	@	-	elämä␣
pr003:022	pers%3b	@	-	sinun␣
pr003:022	3b	@	-	sielullesi␣
pr003:022	3a	%case	LOC	
pr003:022	4a	@	-	ja␣
pr003:022	4b	@	-	kaunistus␣
pr003:022	pers%5b	@	-	sinun␣
pr003:022	5b	@	-	kaulaasi
pr003:022	5a	%case	LOC	
pr003:022	-	(.)	-	.␣
pr003:023	pr003:023	pr003:023	VERSE	Snl␣3:23␣
pr003:023	1	@	-	Silloin␣
pr003:023	2	(@)	-	sinä␣
pr003:023	2	@	-	kuljet␣
pr003:023	4	@	-	tiesi␣
pr003:023	3b	@	-	turvallisesti␣
pr003:023	3a	%case	MAN	
pr003:023	6	@	-	etkä␣
pr003:023	5a	%clitic	kA	
pr003:023	7	@	-	loukkaa␣
pr003:023	5b	@	-	jalkaasi
pr003:023	-	(.)	-	.␣
pr003:024	pr003:024	pr003:024	VERSE	Snl␣3:24␣
pr003:024	1	@	-	Kun␣
pr003:024	2	@	-	menet␣
pr003:024	2	@	-	maata
pr003:024	-	(,)	-	,␣
pr003:024	3	@	-	et␣
pr003:024	4	@	-	pelkää␣
pr003:024	-	(@)	-	mitään
pr003:024	-	(,)	-	,␣
pr003:024	5a	@	-	ja␣
pr003:024	5b	@	-	maata␣
pr003:024	5b	@	-	mentyäsi␣
pr003:024	(6a)	-	UNTRANSLATED	
pr003:024	6b	@	-	on␣
pr003:024	7	@	-	unesi␣
pr003:024	6b	@	-	makea
pr003:024	-	(.)	-	.␣
pr003:025	pr003:025	pr003:025	VERSE	Snl␣3:25␣
pr003:025	2	(@)	-	Pääset␣
pr003:025	2	@	-	peljästymästä␣
pr003:025	1	%case	LOC	
pr003:025	3b 4	@	-	äkkikauhistuksia␣
pr003:025	3a	%case	PTV	
pr003:025	5a	@	-	ja␣
pr003:025	5c	@	-	turmiota
pr003:025	5b	%case	PTV	
pr003:025	-	(,)	-	,␣
pr003:025	7	@	-	joka␣
pr003:025	6	@	-	jumalattomat␣
pr003:025	8	@	-	yllättää
pr003:025	-	(.)	-	.␣
pr003:026	pr003:026	pr003:026	VERSE	Snl␣3:26␣
pr003:026	1	@	-	Sillä␣
pr003:026	pers%4b	@	-	sinä␣
pr003:026	3	@	-	saat␣
pr003:026	4b	@	-	luottaa␣
pr003:026	4a	%case	LAT	
pr003:026	2	@	-	Herraan
pr003:026	(5a)	-	UNTRANSLATED	
pr003:026	-	(,)	-	,␣
pr003:026	5b	(@)	-	hän␣
pr003:026	5b	@	-	varjelee␣
pr003:026	pers%6	@	-	sinun␣
pr003:026	6	@	-	jalkaasi␣
pr003:026	7b	@	-	joutumasta␣
pr003:026	7a	%case	LOC	
pr003:026	7b	@	-	kiinni
pr003:026	-	(.)	-	.␣
pr003:027	pr003:027	pr003:027	VERSE	Snl␣3:27␣
pr003:027	1	@	-	Älä␣
pr003:027	2	@	-	kiellä␣
pr003:027	4b	@	-	tarvitsevalta␣
pr003:027	4a	%case	LOC	
pr003:027	3	@	-	hyvää
pr003:027	-	(,)	-	,␣
pr003:027	5a	@	-	milloin␣
pr003:027	-	(@)	-	sitä␣
pr003:027	9b	@	-	tehdä␣
pr003:027	9a	%case	LAT	
pr003:027	6b 8	@	-	voit
pr003:027	5b 6a	%case	?	
pr003:027	-	(.)	-	.␣
pr003:028	pr003:028	pr003:028	VERSE	Snl␣3:28␣
pr003:028	1	@	-	Älä␣
pr003:028	2	@	-	sano␣
pr003:028	4b	@	-	lähimmäisellesi
pr003:028	4a	%case	LOC	
pr003:028	-	(:)	-	:␣
pr003:028	-	(@)	-	"
pr003:028	5	@	-	Mene␣
pr003:028	-	(@)	-	nyt␣
pr003:028	6a	@	-	ja␣
pr003:028	6b	@	-	tule␣
pr003:028	-	(@)	-	toiste
pr003:028	(7a)	-	UNTRANSLATED	
pr003:028	-	(,)	-	,␣
pr003:028	7b	@	-	huomenna␣
pr003:028	8	(@)	-	minä␣
pr003:028	8	@	-	annan
pr003:028	-	(@)	-	"
pr003:028	-	(,)	-	,␣
pr003:028	9a	@	-	kun␣
pr003:028	10	@	-	sinulla␣
pr003:028	-	(@)	-	kuitenkin␣
pr003:028	9b	@	-	on
pr003:028	-	(.)	-	.␣
pr003:029	pr003:029	pr003:029	VERSE	Snl␣3:29␣
pr003:029	1	@	-	Älä␣
pr003:029	2	@	-	mieti␣
pr003:029	5	@	-	pahaa␣
pr003:029	4	@	-	lähimmäistäsi␣
pr003:029	3	@	-	vastaan
pr003:029	-	(,)	-	,␣
pr003:029	6a	@	-	kun␣
pr003:029	6b	@	-	hän␣
pr003:029	8b	@	-	luottavaisesti␣
pr003:029	8a	%case	MAN	
pr003:029	9	@	-	luonasi␣
pr003:029	7	@	-	asuu
pr003:029	-	(.)	-	.␣
pr003:030	pr003:030	pr003:030	VERSE	Snl␣3:30␣
pr003:030	1	@	-	Älä␣
pr003:030	3	@	-	riitele␣
pr003:030	5	@	-	kenenkään␣
pr003:030	4	@	-	kanssa␣
pr003:030	6	@	-	syyttä
pr003:030	-	(,)	-	,␣
pr003:030	7	@	-	kun␣
pr003:030	8	@	-	ei␣
pr003:030	-	(@)	-	toinen␣
pr003:030	9	(@)	-	ole␣
pr003:030	pers%9	@	-	sinulle␣
pr003:030	10	@	-	pahaa␣
pr003:030	9	@	-	tehnyt
pr003:030	-	(.)	-	.␣
pr003:031	pr003:031	pr003:031	VERSE	Snl␣3:31␣
pr003:031	1	@	-	Älä␣
pr003:031	2	@	-	kadehti␣
pr003:031	4	@	-	väkivallan␣
pr003:031	3b	@	-	miestä␣
pr003:031	3a	%case	PTV	
pr003:031	5b	@	-	äläkä␣
pr003:031	5a	%clitic	kA	
pr003:031	pers%8	@	-	hänen␣
pr003:031	8	@	-	teitänsä␣
pr003:031	(7a) (7b)	-	UNTRANSLATED	
pr003:031	-	(@)	-	omiksesi␣
pr003:031	6	@	-	valitse
pr003:031	-	(;)	-	;␣
pr003:032	pr003:032	pr003:032	VERSE	Snl␣3:32␣
pr003:032	1	@	-	sillä␣
pr003:032	4	@	-	väärämielinen␣
pr003:032	-	(@)	-	on␣
pr003:032	3	@	-	Herralle␣
pr003:032	2	@	-	kauhistus
pr003:032	-	(,)	-	,␣
pr003:032	5a	@	-	mutta␣
pr003:032	6	@	-	oikeamielisille␣
pr003:032	5b	%case	LOC	
pr003:032	pers%7	@	-	hän␣
pr003:032	-	(@)	-	on␣
pr003:032	7	@	-	tuttava
pr003:032	-	(.)	-	.␣
pr003:033	pr003:033	pr003:033	VERSE	Snl␣3:33␣
pr003:033	2	@	-	Herran␣
pr003:033	1	@	-	kirous␣
pr003:033	-	(@)	-	on␣
pr003:033	4	@	-	jumalattoman␣
pr003:033	3b	@	-	huoneessa
pr003:033	3a	%case	LOC	
pr003:033	-	(,)	-	,␣
pr003:033	5a	@	-	mutta␣
pr003:033	6	@	-	vanhurskasten␣
pr003:033	5b	@	-	asuinsijaa␣
pr003:033	7	(@)	-	hän␣
pr003:033	7	@	-	siunaa
pr003:033	-	(.)	-	.␣
pr003:034	pr003:034	pr003:034	VERSE	Snl␣3:34␣
pr003:034	(1)	-	UNTRANSLATED	
pr003:034	2b	@	-	Pilkkaajille␣
pr003:034	2a	%case	LOC	
pr003:034	3	@	-	hänkin␣
pr003:034	4	(@)	-	on␣
pr003:034	4	@	-	pilkallinen
pr003:034	-	(,)	-	,␣
pr003:034	6a	@	-	mutta␣
pr003:034	6c	@	-	nöyrille␣
pr003:034	6b	%case	LOC	
pr003:034	7	(@)	-	hän␣
pr003:034	7	@	-	antaa␣
pr003:034	8	@	-	armon
pr003:034	-	(.)	-	.␣
pr003:035	pr003:035	pr003:035	VERSE	Snl␣3:35␣
pr003:035	2	@	-	Viisaat␣
pr003:035	3	@	-	perivät␣
pr003:035	1	@	-	kunnian
pr003:035	-	(,)	-	,␣
pr003:035	4a	@	-	mutta␣
pr003:035	4b	@	-	tyhmäin␣
pr003:035	5	@	-	osa␣
pr003:035	5	@	-	on␣
pr003:035	6	@	-	häpeä
pr003:035	-	(.)	-	.␣
pr004:001	pr004:001	pr004:001	VERSE	Snl␣4:1␣
pr004:001	1	@	-	Kuulkaa
pr004:001	-	(,)	-	,␣
pr004:001	2	@	-	lapset
pr004:001	-	(,)	-	,␣
pr004:001	4	@	-	isän␣
pr004:001	3	@	-	kuritusta␣
pr004:001	5a	@	-	ja␣
pr004:001	5b	@	-	kuunnelkaa␣
pr004:001	6b	@	-	oppiaksenne␣
pr004:001	6a	%case	TRA	
pr004:001	7	@	-	ymmärrystä
pr004:001	-	(.)	-	.␣
pr004:002	pr004:002	pr004:002	VERSE	Snl␣4:2␣
pr004:002	1	@	-	Sillä␣
pr004:002	4	(@)	-	minä␣
pr004:002	4	@	-	annan␣
pr004:002	5	@	-	teille␣
pr004:002	3	@	-	hyvän␣
pr004:002	2	@	-	neuvon
pr004:002	-	(,)	-	,␣
pr004:002	7	@	-	älkää␣
pr004:002	8	@	-	hyljätkö␣
pr004:002	pers%6	@	-	minun␣
pr004:002	6	@	-	opetustani
pr004:002	-	(.)	-	.␣
pr004:003	pr004:003	pr004:003	VERSE	Snl␣4:3␣
pr004:003	3	@	-	Olinhan␣
pr004:003	1	%clitic	hAn	
pr004:003	3	(@)	-	minäkin␣
pr004:003	4b	@	-	isäni␣
pr004:003	4a	%case	NOM.GEN	
pr004:003	2	@	-	poika
pr004:003	-	(,)	-	,␣
pr004:003	5	@	-	hento␣
pr004:003	6a	@	-	ja␣
pr004:003	8	@	-	äitini␣
pr004:003	7a 7b	%case	NOM.GEN	
pr004:003	6b	@	-	ainokainen
pr004:003	-	(.)	-	.␣
pr004:004	pr004:004	pr004:004	VERSE	Snl␣4:4␣
pr004:004	1a	@	-	Ja␣
pr004:004	-	(@)	-	isä␣
pr004:004	pers%1b	@	-	minua␣
pr004:004	1b	@	-	opetti␣
pr004:004	2a	@	-	ja␣
pr004:004	2b	@	-	sanoi␣
pr004:004	3	@	-	minulle
pr004:004	-	(:)	-	:␣
